"Date","value"
2018-06-10,12.6467669780261
2018-06-11,12.818428860929
2018-06-12,13.562
2018-06-13,12.7662139007326
2018-06-14,12.5423370576332
2018-06-15,12.16
2018-06-16,12.2041761970492
2018-06-17,12.0898921795646
2018-06-18,11.892
2018-06-19,11.91914846822
2018-06-20,11.86268877436
2018-06-21,11.805
2018-06-22,11.7506194322196
2018-06-23,11.6950097839392
2018-06-24,11.618
2018-06-25,11.5985910563557
2018-06-26,11.5577819770527
2018-06-27,11.492
2018-06-28,11.4934353489455
2018-06-29,11.4698978001413
2018-06-30,11.436
2018-07-01,11.4299879662016
2018-07-02,11.4136156810661
2018-07-03,11.368
2018-07-04,11.4010961647623
2018-07-05,11.404948933594
2018-07-06,11.361
2018-07-07,11.445714653925
2018-07-08,11.4826276054244
2018-07-09,11.335
2018-07-10,11.6840837854191
2018-07-11,11.8486270139146
2018-07-12,11.323
2018-07-13,12.6550427945061
2018-07-14,13.2969153466021
2018-07-15,14.896
2018-07-16,13.9186420431891
2018-07-17,13.89849618768
2018-07-18,14.444
2018-07-19,13.4669949507383
2018-07-20,13.0556395693057
2018-07-21,12.31
2018-07-22,12.4641234240622
2018-07-23,12.2839626602513
2018-07-24,11.985
2018-07-25,12.0058058296647
2018-07-26,11.907809762889
2018-07-27,11.706
2018-07-28,11.7836163223286
2018-07-29,11.7574189485439
2018-07-30,11.637
2018-07-31,11.7701888774336
2018-08-01,11.809156180108
2018-08-02,11.438
2018-08-03,12.1707366927993
2018-08-04,12.4933499028163
2018-08-05,12.285
2018-08-06,13.5057962461848
2018-08-07,14.1956293795363
2018-08-08,14.488
2018-08-09,15.8501850876774
2018-08-10,16.814907662467
2018-08-11,20.059
2018-08-12,17.1679156372317
2018-08-13,16.5562010372068
2018-08-14,15.507
2018-08-15,15.6353422644406
2018-08-16,15.3261980916993
2018-08-17,14.709
2018-08-18,14.9209632216248
2018-08-19,14.8248725242917
2018-08-20,14.886
2018-08-21,14.5239573135548
2018-08-22,14.319132800151
2018-08-23,14.064
2018-08-24,13.9442775372716
2018-08-25,13.7742467877958
2018-08-26,13.56
2018-08-27,13.4647655868155
2018-08-28,13.3253151353108
2018-08-29,13.139
2018-08-30,13.0788263625953
2018-08-31,12.9717880413845
2018-09-01,12.838
2018-09-02,12.7762117993749
2018-09-03,12.687673878576
2018-09-04,12.585
2018-09-05,12.5203746207103
2018-09-06,12.4416132836434
2018-09-07,12.306
2018-09-08,12.3234100404807
2018-09-09,12.2839681343849
2018-09-10,12.129
2018-09-11,12.2849835311405
2018-09-12,12.3254408339918
2018-09-13,11.975
2018-09-14,12.6767048865273
2018-09-15,12.9875116362114
2018-09-16,11.965
2018-09-17,14.5312627824615
2018-09-18,15.7642071790274
2018-09-19,18.721
2018-09-20,17.037863459296
2018-09-21,17.0785753429986
2018-09-22,16.602
2018-09-23,17.5177606406116
2018-09-24,17.9162340545221
2018-09-25,17.681
2018-09-26,19.1514599310184
2018-09-27,19.9882123936042
2018-09-28,22.12
2018-09-29,20.7660567827968
2018-09-30,20.7071487094036
2018-10-01,20.066
2018-10-02,20.992016584445
2018-10-03,21.3357925328796
2018-10-04,21.94
2018-10-05,21.8432271296688
2018-10-06,22.0068857780234
2018-10-07,22.412
2018-10-08,22.1672097467759
2018-10-09,22.1638750671739
2018-10-10,21.884
2018-10-11,22.3484640787844
2018-10-12,22.5363877699969
2018-10-13,23.272
2018-10-14,22.5334477407075
2018-10-15,22.3425840202057
2018-10-16,22.236
2018-10-17,21.9025678123681
2018-10-18,21.6534153250322
2018-10-19,21.212
2018-10-20,21.2880814415955
2018-10-21,21.1719000454946
2018-10-22,20.692
2018-10-23,21.1910890679434
